Date,Volume,Close,Change,ChangePct
2026-02-09,1416940,32.05,,
2026-02-10,5482877,32.3,0.25,+0.78%
2026-02-11,18515620,33.05,0.75,+2.32%
2026-02-12,4163354,33.85,0.8,+2.42%
2026-02-13,3327846,33.95,0.1,+0.30%
2026-02-16,2235327,33.85,-0.1,-0.29%
2026-02-17,1571105,33.15,-0.7,-2.07%
2026-02-18,5167178,33.1,-0.05,-0.15%
2026-02-19,2167265,32.15,-0.95,-2.87%
2026-02-20,4268281,32.0,-0.15,-0.47%
