Date,Volume,Close,Change,ChangePct
2026-02-09,59054,10.4,,
2026-02-10,49885,10.35,-0.05,-0.48%
2026-02-11,64369,10.45,0.1,+0.97%
2026-02-12,173730,11.35,0.9,+8.61%
2026-02-13,289452,11.55,0.2,+1.76%
2026-02-16,155733,12.2,0.65,+5.63%
2026-02-17,307337,13.05,0.85,+6.97%
2026-02-18,314216,12.95,-0.1,-0.77%
2026-02-19,363734,11.95,-1.0,-7.72%
2026-02-20,105950,11.9,-0.05,-0.42%
